0x3007: 'líng,yuán,xīng',
0x3936: 'máng,màng',
0x3937: 'hān',
0x3938: 'xì',
0x3939: 'qiú,jiù',
0x393A: 'huǎng',
0x393D: 'chóu',
0x393E: 'sàn,tàn',
0x393F: 'yān',
0x3940: 'zhí,dé',
0x3941: 'dé',
0x3942: 'tè',
0x3943: 'mèn',
0x3944: 'líng',
0x3945: 'shòu',
0x3946: 'tuì',
0x3947: 'cán',
0x3948: 'dié',
0x3949: 'chè',
0x394A: 'péng,pēng',
0x394B: 'yī',
0x394C: 'jú',
0x394D: 'jì',
0x394E: 'lái',
0x394F: 'tiǎn',
0x3950: 'yuàn',
0x3952: 'cǎi,cāi',
0x3953: 'qī',
0x3954: 'yù',
0x3955: 'lián',
0x3956: 'cōng',
0x395A: 'yú,yǔ',
0x395B: 'jí,kè',
0x395C: 'wèi',
0x395D: 'mǐ',
0x395E: 'suì',
0x395F: 'xié',
0x3960: 'xū',
0x3961: 'chì',
0x3962: 'qiú,jiū',
0x3963: 'huì',
0x3965: 'yú',
0x3966: 'qiè',
0x3967: 'shùn',
0x3968: 'shuì,wěi',
0x3969: 'duǒ',
0x396A: 'lóu',
0x396C: 'páng',
0x396D: 'tài',
0x396E: 'zhòu,chǎo',
0x396F: 'yǐn',
0x3970: 'sāo',
0x3971: 'fěi',
0x3972: 'chēn,shèn',
0x3973: 'yuán',
0x3974: 'yí,tí',
0x3975: 'hùn',
0x3976: 'sè,qiān',
0x3977: 'yè',
0x3978: 'mǐn',
0x3979: 'fěn',
0x397A: 'hé',
0x397C: 'yìn,yān',
0x397D: 'cè,zé',
0x397E: 'nì',
0x397F: 'ào',
0x3980: 'féng',
0x3981: 'lián,liǎn',
0x3982: 'cháng',
0x3983: 'chǎn',
0x3984: 'má',
0x3985: 'diē,dì,chài',
0x3986: 'hū,xiā',
0x3987: 'lù',
0x3989: 'yì',
0x398A: 'huá',
0x398B: 'zhā',
0x398C: 'hū,xù',
0x398D: 'è',
0x398E: 'huò',
0x398F: 'sǔn,xuàn',
0x3990: 'nì',
0x3991: 'xiàn,hān',
0x3992: 'lí',
0x3993: 'xiàn,rǎn',
0x3994: 'yàn',
0x3995: 'lóng',
0x3996: 'mèn',
0x3997: 'jīn,jìn',
0x3998: 'jī',
0x399A: 'biǎn',
0x399B: 'yǔ,yú',
0x399C: 'huò,xuè',
0x399D: 'miǎo',
0x399E: 'chóu',
0x399F: 'mái',
0x39A1: 'lè',
0x39A2: 'jié',
0x39A3: 'wèi',
0x39A4: 'yì',
0x39A5: 'xuān,xiǎn',
0x39A6: 'xì',
0x39A7: 'cǎn',
0x39A8: 'lán',
0x39A9: 'yǐn',
0x39AA: 'xiè',
0x39AB: 'zā',
0x39AC: 'luǒ',
0x39AD: 'líng',
0x39AE: 'qián',
0x39AF: 'huò',
0x39B0: 'jiān',
0x39B1: 'wǒ',
0x39B4: 'gé',
0x39B5: 'zhū',
0x39B6: 'dié,yǒng',
0x39B7: 'yǒng',
0x39B8: 'jǐ',
0x39B9: 'yáng',
0x39BA: 'rù',
0x39BB: 'xí',
0x39BC: 'shuàng',
0x39BD: 'yù',
0x39BE: 'yí',
0x39BF: 'qiǎn,hù',
0x39C0: 'jí',
0x39C1: 'qù,hé',
0x39C2: 'tián',
0x39C3: 'shōu,jiū',
0x39C4: 'qiǎn',
0x39C5: 'mù,dāo',
0x39C6: 'jīn',
0x39C7: 'mǎo',
0x39C8: 'yǐn',
0x39C9: 'gài,hài,yè',
0x39CA: 'pō,bá',
0x39CB: 'xuǎn',
0x39CC: 'mào',
0x39CD: 'fǎng,bēng',
0x39CE: 'yá,yà,qiā',
0x39CF: 'gāng',
0x39D0: 'sǒng',
0x39D1: 'huī',
0x39D2: 'yù',
0x39D3: 'guā',
0x39D4: 'guài',
0x39D5: 'liǔ',
0x39D6: 'è',
0x39D7: 'zǐ,jǐ,zhǐ',
0x39D8: 'zì',
0x39D9: 'bì,bié',
0x39DA: 'wǎ',
0x39DC: 'liè',
0x39DF: 'kuǎi',
0x39E1: 'hài,wèi',
0x39E2: 'yīn',
0x39E3: 'zhū',
0x39E4: 'chòng',
0x39E5: 'xiǎn',
0x39E6: 'xuàn,hōng',
0x39E8: 'qiú',
0x39E9: 'pèi',
0x39EA: 'guǐ,wěi',
0x39EB: 'ér,ruán,ruí',
0x39EC: 'gǒng',
0x39ED: 'qióng',
0x39EE: 'hū',
0x39EF: 'lǎo',
0x39F0: 'lì',
0x39F1: 'chèn',
0x39F2: 'sǎn',
0x39F3: 'zhuò,bāi',
0x39F4: 'wǒ,é',
0x39F5: 'póu',
0x39F6: 'kēng',
0x39F7: 'tùn',
0x39F8: 'pēng',
0x39F9: 'tè',
0x39FA: 'tà',
0x39FB: 'zhuó,zú,dū',
0x39FC: 'biào',
0x39FD: 'gù',
0x39FE: 'hū',
0x3A00: 'bǐng',
0x3A01: 'zhì,zhí',
0x3A02: 'dǒng',
0x3A03: 'duǐ,chéng',
0x3A04: 'zhōu,zhào,tiáo',
0x3A05: 'nèi,ruì',
0x3A06: 'lǐn',
0x3A07: 'pó',
0x3A08: 'jǐ',
0x3A09: 'mín,wěn',
0x3A0A: 'wěi,tuǒ,duò',
0x3A0B: 'chě',
0x3A0C: 'gòu',
0x3A0D: 'bāng',
0x3A0E: 'rú',
0x3A0F: 'tān',
0x3A10: 'bǔ',
0x3A11: 'zōng',
0x3A12: 'kuī',
0x3A13: 'láo',
0x3A14: 'hàn',
0x3A15: 'yíng',
0x3A16: 'zhì',
0x3A17: 'jié',
0x3A18: 'xǐng',
0x3A19: 'xié,xì',
0x3A1A: 'xún,sǔn',
0x3A1B: 'shǎn,shàn',
0x3A1C: 'qián',
0x3A1D: 'xiē',
0x3A1E: 'sù',
0x3A1F: 'hāi',
0x3A20: 'mì',
0x3A21: 'hún',
0x3A22: 'pī',
0x3A24: 'huì',
0x3A25: 'nà',
0x3A26: 'sǒng',
0x3A27: 'bèn',
0x3A28: 'chōu,liù',
0x3A29: 'jié',
0x3A2A: 'huàng,huǎng',
0x3A2B: 'lǎn',
0x3A2D: 'hù',
0x3A2E: 'dōu',
0x3A2F: 'huò',
0x3A30: 'gǔn',
0x3A31: 'yáo',
0x3A32: 'cè',
0x3A33: 'guǐ,jì',
0x3A34: 'jiàn',
0x3A35: 'jiǎn',
0x3A36: 'dǎo',
0x3A37: 'jìn',
0x3A38: 'mà',
0x3A39: 'huì,xuě',
0x3A3A: 'miǎn,mén',
0x3A3B: 'cán,shǎn,zàn,chàn',
0x3A3C: 'lüè',
0x3A3D: 'pì',
0x3A3E: 'yàng',
0x3A3F: 'jù',
0x3A40: 'jù',
0x3A41: 'què',
0x3A43: 'qiān',
0x3A44: 'shāi',
0x3A46: 'jiù,zú',
0x3A47: 'huò,zuó,huá',
0x3A48: 'yǔn',
0x3A49: 'dá,lā,xī,xié',
0x3A4A: 'xuān',
0x3A4B: 'xiāo,sù',
0x3A4C: 'fèi',
0x3A4D: 'cè',
0x3A4E: 'yè',
0x3A50: 'dèn',
0x3A52: 'qín',
0x3A53: 'huǐ',
0x3A54: 'tún',
0x3A56: 'qiáng',
0x3A57: 'xí',
0x3A58: 'nǐ',
0x3A59: 'sāi',
0x3A5A: 'méng',
0x3A5B: 'tuán',
0x3A5C: 'lǎn',
0x3A5D: 'háo',
0x3A5E: 'cì',
0x3A5F: 'zhài',
0x3A60: 'āo,piǎo,póu',
0x3A61: 'luǒ',
0x3A62: 'miè,mì',
0x3A64: 'fū',
0x3A66: 'xié,xī',
0x3A67: 'bó',
0x3A68: 'huì',
0x3A69: 'qǐng',
0x3A6A: 'xié',
0x3A6D: 'bó',
0x3A6E: 'qián',
0x3A6F: 'pó',
0x3A70: 'jiǎo',
0x3A71: 'jué',
0x3A72: 'kǔn',
0x3A73: 'sǒng',
0x3A74: 'jú,qú',
0x3A75: 'è',
0x3A76: 'niè',
0x3A77: 'qiān',
0x3A78: 'dié',
0x3A79: 'dié',
0x3A7B: 'qī,guì,guǐ',
0x3A7C: 'zhī',
0x3A7D: 'qí,chì,è',
0x3A7E: 'zhuì,qí',
0x3A7F: 'kū',
0x3A80: 'yú',
0x3A81: 'qín,kān,qiàn,qián',
0x3A82: 'kū',
0x3A83: 'hé',
0x3A84: 'fú',
0x3A85: 'gèng,gēng',
0x3A86: 'dǐ',
0x3A87: 'xiàn',
0x3A88: 'guì',
0x3A89: 'hé',
0x3A8A: 'qún',
0x3A8B: 'hàn,hě',
0x3A8C: 'tǒng',
0x3A8D: 'bó,bèi',
0x3A8E: 'shǎn,nà',
0x3A8F: 'bǐ',
0x3A90: 'lù',
0x3A91: 'yè',
0x3A92: 'ní',
0x3A93: 'chuái',
0x3A94: 'sàn',
0x3A95: 'diào,chuò',
0x3A96: 'lù',
0x3A97: 'tǒu',
0x3A98: 'liǎn',
0x3A99: 'kě',
0x3A9A: 'sàn',
0x3A9B: 'zhěn',
0x3A9C: 'chuǎi,duǒ',
0x3A9D: 'liàn',
0x3A9E: 'mào',
0x3AA0: 'qiān,qiàn,jiān',
0x3AA1: 'kài,kě',
0x3AA2: 'shǎo',
0x3AA3: 'xiāo,qiāo',
0x3AA4: 'bì',
0x3AA5: 'zhā',
0x3AA6: 'yìn',
0x3AA7: 'xī',
0x3AA8: 'shàn',
0x3AA9: 'sù',
0x3AAA: 'sà',
0x3AAB: 'ruì',
0x3AAC: 'chuō,zhuó',
0x3AAD: 'lú',
0x3AAE: 'líng',
0x3AAF: 'chá',
0x3AB1: 'huàn',
0x3AB4: 'jiá',
0x3AB5: 'bàn',
0x3AB6: 'hú',
0x3AB7: 'dǒu',
0x3AB9: 'lǒu',
0x3ABA: 'jū',
0x3ABB: 'juàn',
0x3ABC: 'kě',
0x3ABD: 'suǒ',
0x3ABE: 'luò,gé',
0x3ABF: 'zhé',
0x3AC0: 'dǐng',
0x3AC1: 'duàn',
0x3AC2: 'zhù',
0x3AC3: 'yǎn',
0x3AC4: 'páng',
0x3AC5: 'chá',
0x3ACA: 'yǐ,ě',
0x3ACD: 'yóu,yǎo',
0x3ACE: 'huī,gǔn',
0x3ACF: 'yǎo',
0x3AD0: 'yǎo',
0x3AD1: 'zhǐ,shí',
0x3AD2: 'gǒng',
0x3AD3: 'qǐ',
0x3AD4: 'gèn',
0x3AD7: 'hòu',
0x3AD8: 'mì',
0x3AD9: 'fú',
0x3ADA: 'hū',
0x3ADB: 'guàng',
0x3ADC: 'tǎn',
0x3ADD: 'dī',
0x3ADF: 'yán',
0x3AE2: 'qù',
0x3AE4: 'chǎng',
0x3AE5: 'mǐng',
0x3AE6: 'tāo',
0x3AE7: 'bào',
0x3AE8: 'ān',
0x3AEB: 'xiǎn',
0x3AEF: 'mào',
0x3AF0: 'làng,lǎng',
0x3AF1: 'nǎn,nàn',
0x3AF2: 'bèi',
0x3AF3: 'chén',
0x3AF5: 'fēi',
0x3AF6: 'zhǒu',
0x3AF7: 'jī',
0x3AF8: 'jiē',
0x3AF9: 'shù',
0x3AFB: 'kùn',
0x3AFC: 'dié',
0x3AFD: 'lù',
0x3B02: 'yú',
0x3B03: 'tái',
0x3B04: 'chàn',
0x3B05: 'màn',
0x3B06: 'mǐn',
0x3B07: 'huàn',
0x3B08: 'wēn',
0x3B09: 'nuǎn',
0x3B0A: 'huàn,huǎn',
0x3B0B: 'hóu',
0x3B0C: 'jìng',
0x3B0D: 'bó',
0x3B0E: 'xiǎn',
0x3B0F: 'lì',
0x3B10: 'jìn,zī',
0x3B12: 'mǎng',
0x3B13: 'piào',
0x3B14: 'háo',
0x3B15: 'yáng',
0x3B17: 'xiàn',
0x3B18: 'sù',
0x3B19: 'wěi',
0x3B1A: 'chè',
0x3B1B: 'xī',
0x3B1C: 'jìn',
0x3B1D: 'céng,sōng',
0x3B1E: 'hè',
0x3B1F: 'fēn',
0x3B20: 'shài,shà',
0x3B21: 'líng',
0x3B23: 'duì',
0x3B24: 'qī',
0x3B25: 'pù,bó',
0x3B26: 'yuè',
0x3B27: 'bó',
0x3B29: 'huì',
0x3B2A: 'dié',
0x3B2B: 'yàn',
0x3B2C: 'jù',
0x3B2D: 'jiào',
0x3B2E: 'nàn',
0x3B2F: 'liè',
0x3B30: 'yú',
0x3B31: 'tì',
0x3B32: 'tiān',
0x3B33: 'wǔ',
0x3B34: 'hǒng',
0x3B35: 'xiáo',
0x3B36: 'hào',
0x3B38: 'tiāo',
0x3B39: 'zhēng',
0x3B3B: 'huāng,hāng,huǎng',
0x3B3C: 'fù',
0x3B3F: 'tūn',
0x3B41: 'réng',
0x3B42: 'jiǎo',
0x3B44: 'xìn',
0x3B47: 'yuàn',
0x3B48: 'jué',
0x3B49: 'huá',
0x3B4B: 'bàng',
0x3B4C: 'móu',
0x3B4E: 'gāng',
0x3B4F: 'wěi',
0x3B51: 'mèi',
0x3B52: 'sì',
0x3B53: 'biàn',
0x3B54: 'lú',
0x3B55: 'qū',
0x3B58: 'gé,hé',
0x3B59: 'zhé',
0x3B5A: 'lǚ',
0x3B5B: 'pài,bà',
0x3B5C: 'róng',
0x3B5D: 'qiú,òu',
0x3B5E: 'liè',
0x3B5F: 'gǒng',
0x3B60: 'xiǎn',
0x3B61: 'xì,xìn',
0x3B62: 'xīn',
0x3B64: 'niǎo',
0x3B68: 'xié',
0x3B69: 'liè',
0x3B6A: 'fū',
0x3B6B: 'cuó,cuán',
0x3B6C: 'zhuó',
0x3B6D: 'bā,bèi,biē',
0x3B6E: 'zuò,zǎn',
0x3B6F: 'zhé,dié',
0x3B70: 'zuī,zuǐ',
0x3B71: 'hé',
0x3B72: 'jí',
0x3B74: 'jiān',
0x3B78: 'tú',
0x3B79: 'xián',
0x3B7A: 'yǎn,yàn,ān',
0x3B7B: 'táng',
0x3B7C: 'tà',
0x3B7D: 'dǐ',
0x3B7E: 'jué',
0x3B7F: 'áng',
0x3B80: 'hán',
0x3B81: 'xiáo',
0x3B82: 'jú',
0x3B83: 'wēi,ruí',
0x3B84: 'bǎng',
0x3B85: 'zhuī',
0x3B86: 'niè',
0x3B87: 'tiàn',
0x3B88: 'nài',
0x3B8B: 'yǒu',
0x3B8C: 'mián',
0x3B8F: 'nài,nì,nà',
0x3B90: 'shěng,sì',
0x3B91: 'chā,qì',
0x3B92: 'yān,yīn',
0x3B93: 'gèn',
0x3B94: 'chòng,tóng',
0x3B95: 'ruǎn',
0x3B96: 'jiá',
0x3B97: 'qín',
0x3B98: 'máo',
0x3B99: 'è',
0x3B9A: 'lì',
0x3B9B: 'chí,yí',
0x3B9C: 'zāng',
0x3B9D: 'hé',
0x3B9E: 'jié',
0x3B9F: 'niǎn,kā',
0x3BA1: 'guàn',
0x3BA2: 'hóu',
0x3BA3: 'gài',
0x3BA5: 'bèn,fàn',
0x3BA6: 'suǒ,sè',
0x3BA7: 'wū,wēn',
0x3BA8: 'jì',
0x3BA9: 'xī',
0x3BAA: 'qióng',
0x3BAB: 'hé,xiá,qià',
0x3BAC: 'wēng',
0x3BAD: 'xián',
0x3BAE: 'jié',
0x3BAF: 'hún,huá',
0x3BB0: 'pí',
0x3BB1: 'shēn',
0x3BB2: 'chōu',
0x3BB3: 'zhèn',
0x3BB5: 'zhān',
0x3BB6: 'shuò',
0x3BB7: 'jī',
0x3BB8: 'sòng',
0x3BB9: 'zhǐ',
0x3BBA: 'běn',
0x3BBE: 'lǎng',
0x3BBF: 'bì',
0x3BC0: 'xuàn',
0x3BC1: 'péi',
0x3BC2: 'dài',
0x3BC3: 'qī',
0x3BC4: 'zhī',
0x3BC5: 'pí,bī',
0x3BC6: 'chǎn,shàn',
0x3BC7: 'bì',
0x3BC8: 'sù',
0x3BC9: 'huò',
0x3BCA: 'hén',
0x3BCB: 'jiǒng,yǐng',
0x3BCC: 'chuán',
0x3BCD: 'jiǎng',
0x3BCE: 'nèn',
0x3BCF: 'gǔ',
0x3BD0: 'fǎng',
0x3BD3: 'tà,dá',
0x3BD4: 'cuì',
0x3BD5: 'xī',
0x3BD6: 'dé',
0x3BD7: 'xián',
0x3BD8: 'kuǎn',
0x3BD9: 'zhé',
0x3BDA: 'tā',
0x3BDB: 'hú',
0x3BDC: 'cuì',
0x3BDD: 'lù',
0x3BDE: 'juàn',
0x3BDF: 'lù',
0x3BE0: 'qiàn',
0x3BE1: 'pào,páo',
0x3BE2: 'zhèn',
0x3BE4: 'lì',
0x3BE5: 'cáo,zāo',
0x3BE6: 'qí',
0x3BE9: 'tì',
0x3BEA: 'líng',
0x3BEB: 'qú',
0x3BEC: 'liǎn',
0x3BED: 'lǔ',
0x3BEE: 'shú',
0x3BEF: 'gòng,dǎn,jù',
0x3BF0: 'zhé',
0x3BF1: 'pāo',
0x3BF2: 'jìn',
0x3BF3: 'qíng',
0x3BF6: 'zōng',
0x3BF7: 'pú',
0x3BF8: 'jǐn',
0x3BF9: 'biǎo',
0x3BFA: 'jiàn',
0x3BFB: 'gǔn',
0x3BFD: 'bīn',
0x3BFE: 'zāo',
0x3BFF: 'liè,là',
0x3C00: 'lí',
0x3C01: 'luǒ',
0x3C02: 'shěn',
0x3C03: 'mián,miàn',
0x3C04: 'jiàn',
0x3C05: 'dí,zhé',
0x3C06: 'bèi',
0x3C08: 'liǎn',
0x3C0A: 'xián',
0x3C0B: 'pín',
0x3C0C: 'què',
0x3C0D: 'lóng',
0x3C0E: 'zuì',
0x3C10: 'jué',
0x3C11: 'shān',
0x3C12: 'xué',
0x3C14: 'xiè',
0x3C16: 'lǎn',
0x3C17: 'qí',
0x3C18: 'yí',
0x3C19: 'nuó',
0x3C1A: 'lí',
0x3C1B: 'yuè',
0x3C1D: 'yǐ',
0x3C1E: 'chī',
0x3C1F: 'jì,qì',
0x3C20: 'hāng',
0x3C21: 'xiè',
0x3C22: 'kēng',
0x3C23: 'zī',
0x3C24: 'hē,qiè',
0x3C25: 'xì,huì',
0x3C26: 'qù',
0x3C27: 'hāi',
0x3C28: 'xiā',
0x3C29: 'hāi',
0x3C2A: 'guī',
0x3C2B: 'chān',
0x3C2C: 'xún',
0x3C2D: 'xū',
0x3C2E: 'shèn',
0x3C2F: 'kòu,tòu,tǒu,hòu',
0x3C30: 'xiā,qiè,hē',
0x3C31: 'shà',
0x3C32: 'yū,xù',
0x3C33: 'yà,yā',
0x3C34: 'pǒu',
0x3C35: 'zú',
0x3C36: 'yǒu,ǒu',
0x3C37: 'zì',
0x3C38: 'liǎn',
0x3C39: 'xiān,xiàn,hǎn',
0x3C3A: 'xià,xiá',
0x3C3B: 'yǐ,xī,hòu',
0x3C3C: 'shà,qiè',
0x3C3D: 'yàn',
0x3C3E: 'jiào',
0x3C3F: 'xī',
0x3C40: 'chǐ',
0x3C41: 'shì,kuǎn',
0x3C42: 'kāng',
0x3C43: 'yǐn',
0x3C44: 'hēi,mò',
0x3C45: 'yì',
0x3C46: 'xī',
0x3C47: 'sè,xì',
0x3C48: 'jìn',
0x3C49: 'yè',
0x3C4A: 'yōu',
0x3C4B: 'què',
0x3C4C: 'yé,chè',
0x3C4D: 'luán',
0x3C4E: 'kūn',
0x3C4F: 'zhèng',
0x3C54: 'xiē',
0x3C56: 'cuì',
0x3C57: 'xiū',
0x3C58: 'àn',
0x3C59: 'xiǔ,guǎ',
0x3C5A: 'cán',
0x3C5B: 'chuǎn,bù',
0x3C5C: 'zhá',
0x3C5E: 'yì,lā',
0x3C5F: 'pī,pǐ',
0x3C60: 'kū,gū',
0x3C61: 'shēng',
0x3C62: 'láng',
0x3C63: 'tuǐ',
0x3C64: 'xī',
0x3C65: 'líng,lèng',
0x3C66: 'qī',
0x3C67: 'wò,yuǎn',
0x3C68: 'liàn',
0x3C69: 'dú',
0x3C6A: 'mèn',
0x3C6B: 'làn',
0x3C6C: 'wěi',
0x3C6D: 'duàn',
0x3C6E: 'kuài,huì',
0x3C6F: 'ái',
0x3C70: 'zǎi',
0x3C71: 'huì',
0x3C72: 'yì',
0x3C73: 'mò',
0x3C74: 'zì',
0x3C75: 'fèn',
0x3C76: 'péng,bēng',
0x3C78: 'bì',
0x3C79: 'lì',
0x3C7A: 'lú',
0x3C7B: 'luò',
0x3C7C: 'hāi',
0x3C7D: 'zhěn,qín',
0x3C7E: 'gāi,kāi',
0x3C7F: 'què,hù,qiǎng',
0x3C80: 'zhēn,chēn',
0x3C81: 'kōng,zhōng',
0x3C82: 'chéng',
0x3C83: 'jiù',
0x3C84: 'jué,kū',
0x3C85: 'jì',
0x3C86: 'líng',
0x3C88: 'sháo,táo',
0x3C89: 'què',
0x3C8A: 'ruì',
0x3C8B: 'chuò',
0x3C8C: 'nèng',
0x3C8D: 'zhī',
0x3C8E: 'lóu',
0x3C8F: 'pāo',
0x3C92: 'bào,qú',
0x3C93: 'róng,shù',
0x3C94: 'xiān',
0x3C95: 'lèi',
0x3C96: 'xiāo',
0x3C97: 'fū',
0x3C98: 'qú',
0x3C9A: 'shā',
0x3C9B: 'zhǐ',
0x3C9C: 'tán',
0x3C9D: 'rǒng',
0x3C9E: 'sū,zú',
0x3C9F: 'yǐng',
0x3CA0: 'máo',
0x3CA1: 'nài',
0x3CA2: 'biàn',
0x3CA4: 'shuāi',
0x3CA5: 'táng',
0x3CA6: 'hàn',
0x3CA7: 'sào',
0x3CA8: 'róng',
0x3CAA: 'dēng',
0x3CAB: 'pú',
0x3CAC: 'jiāo',
0x3CAD: 'tǎn',
0x3CAF: 'rán',
0x3CB0: 'níng',
0x3CB1: 'liè',
0x3CB2: 'dié',
0x3CB3: 'dié,zhì',
0x3CB4: 'zhòng',
0x3CB6: 'lǜ',
0x3CB7: 'dàn',
0x3CB8: 'xī',
0x3CB9: 'guǐ',
0x3CBA: 'jí',
0x3CBB: 'nì',
0x3CBC: 'yì,chà',
0x3CBD: 'niàn,rěn',
0x3CBE: 'yǔ',
0x3CBF: 'wǎng',
0x3CC0: 'guò',
0x3CC1: 'zè',
0x3CC2: 'yán,yàn',
0x3CC3: 'cuì',
0x3CC4: 'xián',
0x3CC5: 'jiǎo',
0x3CC6: 'tǒu',
0x3CC7: 'fù',
0x3CC8: 'pèi',
0x3CCA: 'yōu,zhōng',
0x3CCB: 'qiū',
0x3CCC: 'yā',
0x3CCD: 'bù',
0x3CCE: 'biàn',
0x3CCF: 'shì',
0x3CD0: 'zhá',
0x3CD1: 'yì',
0x3CD2: 'biàn',
0x3CD4: 'duì',
0x3CD5: 'lán',
0x3CD6: 'yī',
0x3CD7: 'chài,chà',
0x3CD8: 'chōng',
0x3CD9: 'xuàn',
0x3CDA: 'xù',
0x3CDB: 'yú,yóu',
0x3CDC: 'xiū',
0x3CE0: 'tà',
0x3CE1: 'guō',
0x3CE5: 'lòng',
0x3CE6: 'xiè',
0x3CE7: 'chè,rè',
0x3CE8: 'jiǎn',
0x3CE9: 'tān',
0x3CEA: 'pì',
0x3CEB: 'zǎn',
0x3CEC: 'xuán',
0x3CED: 'xián',
0x3CEE: 'niào',
0x3CF4: 'mì',
0x3CF5: 'jì',
0x3CF6: 'nǒu,rǔ',
0x3CF7: 'hū,mǐn,wěn,tuì',
0x3CF8: 'huā',
0x3CF9: 'wǎng,wāng',
0x3CFA: 'yóu',
0x3CFB: 'zé',
0x3CFC: 'bì,yù',
0x3CFD: 'mǐ',
0x3CFE: 'qiāng',
0x3CFF: 'xiè',
0x3D00: 'fàn,fān',
0x3D01: 'yì',
0x3D02: 'tān',
0x3D03: 'lèi',
0x3D04: 'yǒng',
0x3D06: 'jìn',
0x3D07: 'shè,máng',
0x3D08: 'yìn',
0x3D09: 'jǐ',
0x3D0B: 'sù',
0x3D0E: 'nài',
0x3D0F: 'wǎng',
0x3D10: 'miàn,miǎn',
0x3D11: 'sù',
0x3D12: 'yì',
0x3D13: 'shāi',
0x3D14: 'xī,jí,yì,sè',
0x3D15: 'jí',
0x3D16: 'luò',
0x3D17: 'yōu',
0x3D18: 'mào',
0x3D19: 'zhǎ,zhá',
0x3D1A: 'suì',
0x3D1B: 'zhì',
0x3D1C: 'biàn',
0x3D1D: 'lí',
0x3D25: 'qiào',
0x3D26: 'guàn',
0x3D27: 'xī',
0x3D28: 'zhèn',
0x3D29: 'yōng',
0x3D2A: 'niè',
0x3D2B: 'jùn,yá',
0x3D2C: 'xiè',
0x3D2D: 'yǎo',
0x3D2E: 'xiè',
0x3D2F: 'zhī',
0x3D30: 'néng',
0x3D32: 'sī',
0x3D33: 'lǒng',
0x3D34: 'chén',
0x3D35: 'mì',
0x3D36: 'què,hú',
0x3D37: 'dān',
0x3D38: 'shǎn',
0x3D3C: 'sù',
0x3D3D: 'xiè',
0x3D3E: 'bó',
0x3D3F: 'dǐng',
0x3D40: 'zú',
0x3D42: 'shù',
0x3D43: 'shé',
0x3D44: 'hàn,yù',
0x3D45: 'tān,tàn',
0x3D46: 'gǎo',
0x3D4A: 'nà',
0x3D4B: 'mì',
0x3D4C: 'xún',
0x3D4D: 'mèn',
0x3D4E: 'jiàn',
0x3D4F: 'cuǐ',
0x3D50: 'jué',
0x3D51: 'hè',
0x3D52: 'fèi,pài,bì',
0x3D53: 'shí',
0x3D54: 'chě',
0x3D55: 'shèn',
0x3D56: 'nǜ',
0x3D57: 'píng',
0x3D58: 'màn',
0x3D5D: 'yì',
0x3D5E: 'chóu',
0x3D60: 'kū',
0x3D61: 'báo',
0x3D62: 'léi',
0x3D63: 'kě',
0x3D64: 'shà',
0x3D65: 'bì',
0x3D66: 'suí',
0x3D67: 'gé,yì',
0x3D68: 'pì,bó',
0x3D69: 'yì',
0x3D6A: 'xián,yàn,yán',
0x3D6B: 'nì',
0x3D6C: 'yíng',
0x3D6D: 'zhǔ',
0x3D6E: 'chún',
0x3D6F: 'féng',
0x3D70: 'xù',
0x3D71: 'piǎo',
0x3D72: 'wǔ',
0x3D73: 'liáo',
0x3D74: 'cáng',
0x3D75: 'zòu,jù',
0x3D76: 'zuō',
0x3D77: 'biàn',
0x3D78: 'yào',
0x3D79: 'huán,mò',
0x3D7A: 'pài',
0x3D7B: 'xiū',
0x3D7D: 'lěi',
0x3D7E: 'qìng,jìng',
0x3D7F: 'xiào',
0x3D80: 'jiāo',
0x3D81: 'guó,huò',
0x3D84: 'yán',
0x3D85: 'xué',
0x3D86: 'zhū,chú',
0x3D87: 'héng',
0x3D88: 'yíng',
0x3D89: 'xī',
0x3D8C: 'lián',
0x3D8D: 'xiǎn',
0x3D8E: 'huán',
0x3D8F: 'yīn',
0x3D91: 'liàn',
0x3D92: 'shǎn,shěn,tàn',
0x3D93: 'cáng',
0x3D94: 'bèi',
0x3D95: 'jiǎn',
0x3D96: 'shù',
0x3D97: 'fàn,fán',
0x3D98: 'diàn',
0x3D9A: 'bà',
0x3D9B: 'yú',
0x3D9E: 'nǎng',
0x3D9F: 'lěi',
0x3DA0: 'yì',
0x3DA1: 'dài,huǒ',
0x3DA3: 'chán,yín',
0x3DA4: 'chǎo',
0x3DA5: 'gān',
0x3DA6: 'jìn',
0x3DA7: 'nèn',
0x3DAB: 'liǎo',
0x3DAC: 'mò',
0x3DAD: 'yǒu',
0x3DAF: 'liù',
0x3DB0: 'hán',
0x3DB2: 'yòng',
0x3DB3: 'jìn',
0x3DB4: 'chǐ',
0x3DB5: 'rèn',
0x3DB6: 'nóng',
0x3DB9: 'hòng',
0x3DBA: 'tiàn',
0x3DBC: 'āi,xī',
0x3DBD: 'guā',
0x3DBE: 'biāo',
0x3DBF: 'bó',
0x3DC0: 'qióng',
0x3DC2: 'shù',
0x3DC3: 'chuǐ',
0x3DC4: 'huǐ',
0x3DC5: 'chǎo',
0x3DC6: 'fù',
0x3DC7: 'huī,guài',
0x3DC8: 'è',
0x3DC9: 'wèi',
0x3DCA: 'fén',
0x3DCB: 'tán',
0x3DCD: 'lún',
0x3DCE: 'hè',
0x3DCF: 'yǒng',
0x3DD0: 'huǐ',
